"","thomas_num","thomas_name","icpsr","congress","year","st_name","cd","dem","majority","elected","female","afam","latino","votepct","votepct_sq","dwnom1","meddist","majdist","deleg_size","speaker","chair","subchr","power","budget","seniority","sensq","state_leg","state_leg_prof","maj_leader","min_leader","south","south_dem","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","all_bills","all_aic","all_abc","all_pass","all_law","les","leslag"
"3132","3131","Bentley, Helen","15086","100","1987","MD","2","0","0","1984","1","0","0","59","3481","0.270000011","0.395999998","0.588500023","8","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","1","0","0","0","0","19","0","0","0","0","0.282131314","0.523916125"
"3133","3132","Bereuter, Doug","14605","100","1987","NE","1","0","0","1978","0","0","0","64","4096","0.211999997","0.338","0.530499995","3","0","0","0","0","0","5","25","1","0.216000006","0","0","0","0","0","0","0","0","0","15","2","1","1","1","1","1","1","1","0","16","3","2","2","1","0.773420036","0.505473137"
"3134","3133","Berman, Howard","15005","100","1987","CA","26","1","1","1982","0","0","0","65","4225","-0.456999987","0.331","0.13849999","45","0","0","0","0","0","3","9","1","0.526000023","0","0","0","0","1","1","1","1","0","11","2","1","1","0","1","1","1","0","0","13","4","3","2","0","1.010982037","0.875809133"
"3135","3134","Bevill, Tom","11000","100","1987","AL","4","1","1","1966","0","0","0","78","6084","-0.193000004","0.067000002","0.125499994","7","0","0","1","1","0","11","121","1","0.085000001","0","0","1","1","2","2","2","2","1","2","2","2","2","2","0","0","0","0","0","4","4","4","4","3","2.315887213","1.769734979"
"3136","3135","Biaggi, Mario","12003","100","1987","NY","19","1","1","1968","0","0","0","90","8100","-0.333999991","0.207999989","0.015499991","34","0","0","0","0","0","10","100","0","0","0","0","0","0","2","2","2","2","0","31","8","1","0","0","3","1","1","1","1","36","11","4","3","1","2.123951197","6.284379482"
"3137","3136","Bilbray, James","15403","100","1987","NV","1","1","1","1986","0","0","0","54","2916","-0.182999998","0.057","0.135499999","2","0","0","0","0","0","1","1","1","0.129999995","0","0","0","0","0","0","0","0","0","6","2","1","1","0","2","1","1","1","0","8","3","2","2","0","0.443428516",""
"3138","3137","Bilirakis, Michael","15006","100","1987","FL","9","0","0","1982","0","0","0","71","5041","0.356999993","0.48299998","0.675499976","19","0","0","0","0","0","3","9","0","0","0","0","1","0","0","0","0","0","0","10","1","0","0","0","0","0","0","0","0","10","1","0","0","0","0.209520444","0.289878041"
"3139","3138","Blaz, Ben","","100","1987","GU","1","","0","1984","0","0","0","","","","","","1","0","0","0","0","0","2","4","0","","0","0","0","0","0","0","0","0","0","5","2","0","0","0","0","0","0","0","0","5","2","0","0","0","0.186515078",""
"3140","3139","Bliley, Tom","14802","100","1987","VA","3","0","0","1980","0","0","0","67","4489","0.358999997","0.484999985","0.67750001","10","0","0","0","0","0","4","16","0","0","0","0","1","0","0","0","0","0","0","6","1","1","1","1","0","0","0","0","0","6","1","1","1","1","0.528015256","0.812674522"
"3141","3140","Boehlert, Sherwood","15007","100","1987","NY","25","0","0","1982","0","0","0","69","4761","0.030999999","0.157000005","0.3495","34","0","0","0","0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","10","1","0","0","0","2","1","1","1","1","12","2","1","1","1","0.302722126","0.04918135"
"3142","3141","Boggs, Corinne","14067","100","1987","LA","2","1","1","1973","1","0","0","","","-0.361000001","0.234999999","0.0425","8","0","0","0","1","0","8","64","0","0","0","0","1","1","0","0","0","0","0","4","2","2","2","2","0","0","0","0","0","4","2","2","2","2","0.93201673","1.163597226"
"3143","3142","Boland, Edward","830","100","1987","MA","2","1","1","1952","0","0","0","66","4356","-0.351000011","0.225000009","0.03250001","11","0","0","1","1","0","18","324","1","0.386000007","0","0","0","0","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","3","2","2","2","1","1.430375576","1.744206667"
"3144","3143","Boner, William","14607","100","1987","TN","5","1","1","1978","0","0","0","58","3364","-0.219999999","0.093999997","0.098499998","9","0","0","0","1","0","5","25","1","0.149000004","0","0","1","1","0","0","0","0","0","6","1","1","0","0","1","0","0","0","0","7","1","1","0","0","0.233962819","0.138322547"
"3145","3144","Bonior, David","14407","100","1987","MI","12","1","1","1976","0","0","0","66","4356","-0.566999972","0.440999985","0.248499975","18","0","0","0","1","0","6","36","1","0.463","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","3","0","0","0","0","0.021702409","0.087004974"
"3146","3145","Bonker, Don","14208","100","1987","WA","3","1","1","1974","0","0","0","74","5476","-0.342000008","0.216000006","0.023500009","8","0","0","1","0","0","7","49","0","0","0","0","0","0","1","1","1","1","0","23","3","2","1","0","0","0","0","0","0","24","4","3","2","0","1.304184079","2.432184219"
"3147","3146","Borski, Robert","15008","100","1987","PA","3","1","1","1982","0","0","0","62","3844","-0.414000005","0.288000017","0.095500007","23","0","0","0","0","0","3","9","1","0.344999999","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","3","1","0","0","0","0.1010084","0.033812176"
"3148","3147","Bosco, Douglas","15009","100","1987","CA","1","1","1","1982","0","0","0","68","4624","-0.286000013","0.160000011","0.032499988","45","0","0","0","0","0","3","9","1","0.526000023","0","0","0","0","0","0","0","0","0","10","4","2","0","0","2","0","0","0","0","12","4","2","0","0","0.545928657","1.562423825"
"3149","3148","Boucher, Rick","15010","100","1987","VA","9","1","1","1982","0","0","0","100","10000","-0.298999995","0.172999993","0.019500004","10","0","0","0","0","0","3","9","1","0.164000005","0","0","1","1","2","2","1","1","1","14","6","0","0","0","1","1","1","1","1","17","9","2","2","2","1.675168037","2.704269886"
"3150","3149","Boulter, Beau","15087","100","1987","TX","13","0","0","1984","0","0","0","65","4225","0.476999998","0.602999985","0.79549998","27","0","0","0","0","1","2","4","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0.046505161","0.169060886"
"3151","3150","Boxer, Barbara","15011","100","1987","CA","6","1","1","1982","1","0","0","74","5476","-0.488999993","0.363000005","0.170499995","45","0","0","0","0","1","3","9","0","0","0","0","0","0","0","0","0","0","0","17","2","0","0","0","3","1","1","0","0","20","3","1","0","0","0.409407198","0.39720124"
"3152","3151","Brennan, Joseph","15404","100","1987","ME","1","1","1","1986","0","0","0","53","2809","-0.321999997","0.195999995","0.003499997","2","0","0","0","0","0","1","1","1","0.180000007","0","0","0","0","0","0","0","0","0","4","2","0","0","0","1","1","1","1","0","5","3","1","1","0","0.222399414",""
"3153","3152","Brooks, Jack","1077","100","1987","TX","9","1","1","1952","0","0","0","62","3844","-0.409000009","0.283000022","0.090500012","27","0","1","1","0","0","18","324","1","0.191","0","0","1","1","6","6","6","5","3","19","10","4","3","1","2","2","2","2","2","27","18","12","10","6","5.894937515","2.931897163"
"3154","3153","Broomfield, William","1087","100","1987","MI","18","0","0","1956","0","0","0","74","5476","0.25","0.375999987","0.568499982","18","0","0","0","0","0","16","256","1","0.463","0","0","0","0","0","0","0","0","0","8","1","1","1","0","1","1","1","1","1","9","2","2","2","1","0.455543637","0.160435095"
"3155","3154","Brown, George","10573","100","1987","CA","36","1","1","1972","0","0","0","57","3249","-0.50999999","0.384000003","0.191499993","45","0","0","1","0","0","8","64","1","0.526000023","0","0","0","0","0","0","0","0","0","12","2","0","0","0","1","0","0","0","0","13","2","0","0","0","0.298127472","0.889520407"
"3156","3155","Brown, Hank","14803","100","1987","CO","4","0","0","1980","0","0","0","70","4900","0.43599999","0.561999977","0.754499972","6","0","0","0","1","0","4","16","1","0.284000009","0","0","0","0","1","1","0","0","0","11","0","0","0","0","1","0","0","0","0","13","1","0","0","0","0.31362918","0.409496605"
"3157","3156","Bruce, Terry","15088","100","1987","IL","19","1","1","1984","0","0","0","66","4356","-0.279000014","0.153000012","0.039499987","22","0","0","0","0","0","2","4","1","0.344000012","0","0","0","0","0","0","0","0","0","6","2","1","1","1","1","0","1","1","0","7","2","2","2","1","0.6230039","0.148481667"
"3158","3157","Bryant, John","15013","100","1987","TX","5","1","1","1982","0","0","0","59","3481","-0.349000007","0.223000005","0.030500008","27","0","0","0","0","0","3","9","1","0.191","0","0","1","1","2","1","2","2","0","17","1","0","0","0","0","0","0","0","0","19","2","2","2","0","1.236747146","2.121095657"
"3159","3158","Buechner, Jack","15405","100","1987","MO","2","0","0","1986","0","0","0","52","2704","0.32100001","0.446999997","0.639500022","9","0","0","0","0","1","1","1","1","0.266000003","0","0","0","0","1","1","1","1","0","11","2","0","0","0","0","0","0","0","0","12","3","1","1","0","0.793385923",""
"3160","3159","Bunning, Jim","15406","100","1987","KY","4","0","0","1986","0","0","0","55","3025","0.503000021","0.629000008","0.821500003","7","0","0","0","0","0","1","1","1","0.078000002","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","1","1","1","0.079200685",""
"3161","3160","Burton, Dan","15014","100","1987","IN","6","0","0","1982","0","0","0","68","4624","0.597000003","0.72299999","0.915499985","10","0","0","0","0","0","3","9","1","0.143000007","0","0","0","0","0","0","0","0","0","12","0","0","0","0","1","0","0","0","0","13","0","0","0","0","0.189120993","0.187503889"
"3162","3161","Burton, Sala","15080","100","1987","CA","5","1","1","1983","1","0","0","","","","","","45","0","0","0","1","0","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.690919757"
"3163","3162","Bustamante, Albert","15089","100","1987","TX","23","1","1","1984","0","0","1","91","8281","-0.38499999","0.259000003","0.066499993","27","0","0","0","0","0","2","4","0","0","0","0","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0.108512044","0.015369171"
"3164","3163","Byron, Beverly","14608","100","1987","MD","6","1","1","1978","1","0","0","72","5184","-0.017000001","0.108999997","0.301499993","8","0","0","1","0","0","5","25","0","0","0","0","0","0","1","1","1","1","0","17","5","5","5","4","1","0","0","0","0","19","6","6","6","4","2.761938334","0.703215063"
"3165","3164","Callahan, Sonny","15090","100","1987","AL","1","0","0","1984","0","0","0","100","10000","0.374000013","0.5","0.692499995","7","0","0","0","0","0","2","4","1","0.085000001","0","0","1","0","0","0","0","0","0","2","0","0","0","0","3","0","1","1","1","5","0","1","1","1","0.116404817","0.068324462"
"3166","3165","Campbell, Ben","15407","100","1987","CO","3","1","1","1986","0","0","0","52","2704","-0.130999997","0.004999997","0.1875","6","0","0","0","0","0","1","1","1","0.284000009","0","0","0","0","1","1","1","1","1","6","3","0","0","0","0","0","0","0","0","7","4","1","1","1","1.157533407",""
"3167","3166","Cardin, Benjamin","15408","100","1987","MD","3","1","1","1986","0","0","0","79","6241","-0.324999988","0.198999986","0.006499988","8","0","0","0","0","0","1","1","1","0.252000004","0","0","0","0","0","0","0","0","0","3","1","1","1","1","0","0","0","0","0","3","1","1","1","1","0.481510103",""
"3168","3167","Carper, Thomas","15015","100","1987","DE","1","1","1","1982","0","0","0","66","4356","-0.144999996","0.018999996","0.173500001","1","0","0","0","0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","13","1","1","1","1","2","0","0","0","0","15","1","1","1","1","0.642727971","0.796715498"
"3169","3168","Carr, Bob","14210","100","1987","MI","6","1","1","1982","0","0","0","57","3249","-0.252000004","0.126000002","0.066499993","18","0","0","0","1","0","3","9","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","5","1","0","0","0","0.132011846","0.138322547"
"3170","3169","Chandler, Rod","15016","100","1987","WA","8","0","0","1982","0","0","0","65","4225","0.240999997","0.366999984","0.559499979","8","0","0","0","1","0","3","9","1","0.211999997","0","0","0","0","1","1","1","1","0","7","0","0","0","0","0","0","0","0","0","8","1","1","1","0","0.622372568","0.076845862"
"3171","3170","Chapman, Jim","15129","100","1987","TX","1","1","1","1985","0","0","0","100","10000","-0.171000004","0.045000006","0.147499993","27","0","0","0","0","0","2","4","0","0","0","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0.077508606","0.033812176"
"3172","3171","Chappell, Bill","12007","100","1987","FL","4","1","1","1968","0","0","0","100","10000","-0.138999999","0.012999998","0.179499999","19","0","0","1","1","0","10","100","1","0.224000007","0","0","1","1","2","2","2","1","1","11","2","2","2","2","1","0","0","0","0","14","4","4","3","3","2.251350164","0.913645029"
"3173","3172","Cheney, Dick","14611","100","1987","WY","1","0","0","1978","0","0","0","69","4761","0.623000026","0.749000013","0.941500008","1","0","0","0","0","0","5","25","0","0","0","1","0","0","0","0","0","0","0","5","1","0","0","0","1","1","1","1","1","6","2","1","1","1","0.222113177","0.849129438"
"3174","3173","Clarke, James","15017","100","1987","NC","11","1","1","1986","0","0","0","51","2601","-0.211999997","0.085999995","0.1065","11","0","0","0","0","0","1","1","1","0.189999998","0","0","1","1","1","1","1","1","0","2","0","0","0","0","0","0","0","0","0","3","1","1","1","0","0.544863999",""
"3175","3174","Clay, William","12009","100","1987","MO","1","1","1","1968","0","1","0","66","4356","-0.665000021","0.539000034","0.346500009","9","0","0","1","0","0","10","100","0","0","0","0","0","0","3","3","3","2","0","12","2","0","0","0","0","0","0","0","0","15","5","3","2","0","1.629455924","2.061854124"
"3176","3175","Clement, Bob","15450","100","1987","TN","5","1","1","1988","0","0","0","","","-0.216999993","0.090999991","0.101500005","9","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0.031003442",""
"3177","3176","Clinger, William","14612","100","1987","PA","23","0","0","1978","0","0","0","55","3025","0.171000004","0.296999991","0.489500016","23","0","0","0","0","0","5","25","0","0","0","0","0","0","0","0","0","0","0","9","1","1","1","1","0","0","0","0","0","9","1","1","1","1","0.574520409","0.107584201"
"3178","3177","Coats, Daniel","14806","100","1987","IN","4","0","0","1980","0","0","0","70","4900","0.31099999","0.436999977","0.629499972","10","0","0","0","0","0","4","16","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0.325536132","0.092215031"
"3179","3178","Coble, Howard","15092","100","1987","NC","6","0","0","1984","0","0","0","50","2500","0.428000003","0.55400002","0.746500015","11","0","0","0","0","0","2","4","1","0.189999998","0","0","1","0","0","0","0","0","0","6","0","0","0","0","1","1","1","1","1","7","1","1","1","1","0.183111653","0.061476685"
"3180","3179","Coelho, Anthony","14613","100","1987","CA","15","1","1","1978","0","0","1","71","5041","-0.416999996","0.291000009","0.098499998","45","0","0","0","0","0","5","25","0","0","1","0","0","0","2","2","2","2","2","11","6","1","1","1","2","2","2","2","1","15","10","5","5","4","2.821554184","1.426516771"
"3181","3180","Coleman, Ronald","15018","100","1987","TX","16","1","1","1982","0","0","0","66","4356","-0.377999991","0.252000004","0.05949999","27","0","0","0","1","0","3","9","1","0.191","0","0","1","1","2","1","2","1","0","7","4","2","2","2","0","0","0","0","0","9","5","4","3","2","1.799090147","0.339486092"
"3182","3181","Coleman, E.","14410","100","1987","MO","6","0","0","1976","0","0","0","57","3249","0.254000008","0.379999995","0.57249999","9","0","0","0","0","0","6","36","1","0.266000003","0","0","0","0","1","1","1","1","1","11","3","1","1","0","0","0","0","0","0","12","4","2","2","1","1.421967268","0.076845862"
"3183","3182","Collins, Cardiss","14068","100","1987","IL","7","1","1","1973","1","1","0","80","6400","-0.587000012","0.461000025","0.2685","22","0","0","1","0","0","8","64","0","0","0","0","0","0","0","0","0","0","0","31","5","0","0","0","1","0","0","0","0","32","5","0","0","0","0.756169856","1.63048017"
"3184","3183","Combest, Larry","15093","100","1987","TX","19","0","0","1984","0","0","0","62","3844","0.481999993","0.60799998","0.800499976","27","0","0","0","0","0","2","4","0","0","0","0","1","0","0","0","0","0","0","4","1","1","1","0","0","0","0","0","0","4","1","1","1","0","0.303435445","0.015369171"
"3185","3184","Conte, Silvio","2009","100","1987","MA","1","0","0","1958","0","0","0","78","6084","-0.093999997","0.032000002","0.2245","11","0","0","0","1","0","15","225","1","0.386000007","0","0","0","0","0","0","0","0","0","14","2","1","0","0","2","1","1","1","1","16","3","2","1","1","0.50258112","1.361305118"
"3186","3185","Conyers, John","10713","100","1987","MI","1","1","1","1964","0","1","0","89","7921","-0.740999997","0.61500001","0.422499985","18","0","0","1","0","0","12","144","0","0","0","0","0","0","1","1","1","1","0","31","15","4","4","1","3","0","0","0","0","35","16","5","5","1","2.762541056","5.2026124"
"3187","3186","Cooper, Jim","15019","100","1987","TN","4","1","1","1982","0","0","0","100","10000","-0.150000006","0.024000006","0.168499991","9","0","0","0","0","0","3","9","0","0","0","0","1","1","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0.093010321","0.076845862"
"3188","3187","Costello, Jerry","15453","100","1987","IL","21","1","1","1988","0","0","0","","","-0.200000003","0.074000001","0.118499994","22","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"3189","3188","Coughlin, Lawrence","12010","100","1987","PA","13","0","0","1968","0","0","0","59","3481","0.182999998","0.308999985","0.50150001","23","0","0","0","1","0","10","100","1","0.344999999","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0.018602064","0.04918135"
"3190","3189","Courter, Jim","14614","100","1987","NJ","12","0","0","1978","0","0","0","63","3969","0.238999993","0.36499998","0.557500005","14","0","0","0","0","0","5","25","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0.124013767","0.26622498"
"3191","3190","Coyne, William","14808","100","1987","PA","14","1","1","1980","0","0","0","90","8100","-0.505999982","0.379999995","0.187499985","23","0","0","0","1","0","4","16","1","0.344999999","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0.201522365","0.163850829"
"3192","3191","Craig, Larry","14809","100","1987","ID","1","0","0","1980","0","0","0","65","4225","0.495999992","0.621999979","0.814499974","2","0","0","0","0","0","4","16","1","0.179000005","0","0","0","0","0","0","0","0","0","12","1","0","0","0","3","1","1","1","0","15","2","1","1","0","0.298110634","0.046107516"
"3193","3192","Crane, Philip","12041","100","1987","IL","12","0","0","1969","0","0","0","78","6084","0.753000021","0.879000008","1.071500063","22","0","0","0","1","0","10","100","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","1","0","0","0","0","42","0","0","0","0","0.638670862","0.556364"
"3194","3193","Crockett, George","14681","100","1987","MI","13","1","1","1980","0","1","0","85","7225","-0.711000025","0.585000038","0.392500013","18","0","0","1","0","0","4","16","0","0","0","0","0","0","1","0","0","0","0","3","2","1","1","1","0","0","0","0","0","4","2","1","1","1","0.56701678","0"
"3195","3194","Daniel, W.","12011","100","1987","VA","5","1","1","1968","0","0","0","82","6724","0.180999994","0.306999981","0.499500006","10","0","0","1","0","0","10","100","1","0.164000005","0","0","1","1","1","1","1","1","0","3","1","1","0","0","1","0","0","0","0","5","2","2","1","0","0.701318204","0.31182158"
"3196","3195","Dannemeyer, William","14616","100","1987","CA","39","0","0","1978","0","0","0","75","5625","0.688000023","0.81400001","1.006500006","45","0","0","0","0","0","5","25","1","0.526000023","0","0","0","0","0","0","0","0","0","20","6","0","0","0","0","0","0","0","0","20","6","0","0","0","0.637053847","0.497700185"
"3197","3196","Darden, George","15081","100","1987","GA","7","1","1","1983","0","0","0","66","4356","-0.120999999","0.005000001","0.197500005","10","0","0","0","0","0","3","9","1","0.142000005","0","0","1","1","0","0","0","0","0","5","3","1","1","1","1","1","1","1","1","6","4","2","2","2","0.711621344","0.321122944"
"3198","3197","Daub, Hal","14810","100","1987","NE","2","0","0","1980","0","0","0","59","3481","0.363999993","0.48999998","0.682500005","3","0","0","0","1","0","4","16","0","0","0","0","0","0","0","0","0","0","0","36","2","0","0","0","1","0","0","0","0","37","2","0","0","0","0.670168757","0.339059383"
"3199","3198","Davis, Robert","14618","100","1987","MI","11","0","0","1978","0","0","0","63","3969","0.088","0.214000002","0.406500012","18","0","0","0","0","0","5","25","1","0.463","0","0","0","0","0","0","0","0","0","27","7","1","1","1","1","0","0","0","0","28","7","1","1","1","1.183671117","0.681698263"
"3200","3199","Davis, Jack","15409","100","1987","IL","4","0","0","1986","0","0","0","52","2704","0.374000013","0.5","0.692499995","22","0","0","0","0","0","1","1","1","0.344000012","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0.062006883",""
"3201","3200","DeFazio, Peter","15410","100","1987","OR","4","1","1","1986","0","0","0","54","2916","-0.428000003","0.302000016","0.109500006","5","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","17","6","2","2","1","0","0","0","0","0","18","7","3","2","1","1.464683414",""
"3202","3201","DeLay, Tom","15094","100","1987","TX","22","0","0","1984","0","0","0","72","5184","0.657000005","0.782999992","0.975499988","27","0","0","0","1","0","2","4","1","0.191","0","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0.093010321","0.061476685"
"3203","3202","DeWine, Mike","15020","100","1987","OH","7","0","0","1982","0","0","0","100","10000","0.349000007","0.474999994","0.667500019","21","0","0","0","0","0","3","9","1","0.354999989","0","0","0","0","0","0","0","0","0","4","0","0","0","0","2","0","0","0","0","6","0","0","0","0","0.068207569","0.074709639"
"3204","3203","Dellums, Ronald","13011","100","1987","CA","8","1","1","1970","0","1","0","60","3600","-0.670000017","0.54400003","0.351500005","45","0","1","1","0","0","9","81","0","0","0","0","0","0","1","1","1","1","0","8","1","0","0","0","2","1","1","0","0","11","3","2","1","0","0.726148665","1.053525448"
"3205","3204","Derrick, Butler","14212","100","1987","SC","3","1","1","1974","0","0","0","68","4624","-0.216999993","0.090999991","0.101500005","6","0","0","1","1","1","7","49","1","0.280999988","0","0","1","1","1","1","1","1","0","7","0","0","0","0","2","0","0","0","0","10","1","1","1","0","0.628573298","1.038477421"
"3206","3205","Dickinson, William","10717","100","1987","AL","2","0","0","1964","0","0","0","67","4489","0.368000001","0.493999988","0.686500013","7","0","0","0","0","0","12","144","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0.031003442","0.046107516"
"3207","3206","Dicks, Norman","14413","100","1987","WA","6","1","1","1976","0","0","0","71","5041","-0.308999985","0.182999983","0.009500015","8","0","0","0","1","0","6","36","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","6","1","0","0","0","0.147513568","0.694931209"
"3208","3207","Dingell, John","2605","100","1987","MI","16","1","1","1955","0","0","0","78","6084","-0.442000002","0.316000015","0.123500004","18","0","1","1","0","0","17","289","0","0","0","0","0","0","8","6","5","5","3","16","7","2","1","0","0","0","0","0","0","24","13","7","6","3","4.832602024","2.114996195"
"3209","3208","DioGuardi, Joseph","15095","100","1987","NY","20","0","0","1984","0","0","0","54","2916","0.202000007","0.328000009","0.520500004","34","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","39","5","0","0","0","3","0","0","0","0","42","5","0","0","0","0.886384308","0.445445001"
"3210","3209","Dixon, Julian","14620","100","1987","CA","28","1","1","1978","0","1","0","76","5776","-0.483999997","0.35800001","0.1655","45","0","1","1","1","0","5","25","1","0.526000023","0","0","0","0","2","2","2","2","1","2","0","0","0","0","2","0","0","0","0","6","2","2","2","1","1.452077985","1.176588058"
"3211","3210","Donnelly, Brian","14621","100","1987","MA","11","1","1","1978","0","0","0","100","10000","-0.307999998","0.181999996","0.010500002","11","0","0","0","1","0","5","25","1","0.386000007","0","0","0","0","0","0","0","0","0","27","3","0","0","0","2","0","0","0","0","29","3","0","0","0","0.588256836","0.202873066"
"3212","3211","Dorgan, Byron","14812","100","1987","ND","1","1","1","1980","0","0","0","76","5776","-0.208000004","0.082000002","0.110499993","1","0","0","0","1","0","4","16","0","0","0","0","0","0","1","0","0","0","0","43","5","0","0","0","2","0","0","0","0","46","5","0","0","0","0.976294279","1.828375459"
"3213","3212","Dornan, Robert","14414","100","1987","CA","38","0","0","1984","0","0","0","55","3025","0.474000007","0.600000024","0.792500019","45","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","40","2","0","0","0","3","0","0","0","0","43","2","0","0","0","0.738376319","0.562511683"
"3214","3213","Dowdy, Wayne","14874","100","1987","MS","4","1","1","1981","0","0","0","72","5184","-0.252000004","0.126000002","0.066499993","5","0","0","1","0","0","4","16","0","0","0","0","1","1","3","3","3","3","0","7","4","1","1","1","2","0","0","0","0","12","7","4","4","1","2.254808903","0.598704696"
"3215","3214","Downey, Thomas","14214","100","1987","NY","2","1","1","1974","0","0","0","64","4096","-0.421999991","0.296000004","0.103499994","34","0","0","0","1","0","7","49","0","0","0","0","0","0","0","0","0","0","0","13","1","1","1","0","1","0","0","0","0","14","1","1","1","0","0.44605127","0.221316069"
"3216","3215","Dreier, David","14813","100","1987","CA","33","0","0","1980","0","0","0","72","5184","0.537","0.662999988","0.855499983","45","0","0","0","0","0","4","16","0","0","0","0","0","0","1","0","0","0","0","15","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0.263529241","0.256065875"
"3217","3216","Duncan, John","10719","100","1987","TN","2","0","0","1964","0","0","0","76","5776","0.143999994","0.269999981","0.462500006","9","0","0","0","1","0","12","144","0","0","0","0","1","0","1","0","0","0","0","29","1","0","0","0","5","0","0","0","0","35","1","0","0","0","0.550558269","0.44570598"
"3218","3217","Durbin, Richard","15021","100","1987","IL","20","1","1","1982","0","0","0","68","4624","-0.298000008","0.172000006","0.020499991","22","0","0","0","1","1","3","9","0","0","0","0","0","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0.186515078","0.230276585"
"3219","3218","Dwyer, Bernard","14815","100","1987","NJ","6","1","1","1980","0","0","0","69","4761","-0.374000013","0.248000011","0.055500012","14","0","0","0","1","0","4","16","1","0.174999997","0","0","0","0","0","0","0","0","0","12","0","1","1","1","0","0","0","0","0","12","0","1","1","1","0.56652236","0.592557073"
"3220","3219","Dymally, Mervyn","14816","100","1987","CA","31","1","1","1980","0","0","0","70","4900","-0.699999988","0.574000001","0.381499976","45","0","0","1","0","0","4","16","1","0.526000023","0","0","0","0","3","2","1","0","0","19","3","3","3","1","3","2","2","2","1","25","7","6","5","2","1.834703565","2.626727581"
"3221","3220","Dyson, Roy","14817","100","1987","MD","1","1","1","1980","0","0","0","67","4489","-0.104000002","0.021999998","0.214499995","8","0","0","0","0","0","4","16","1","0.252000004","0","0","0","0","0","0","0","0","0","9","2","1","1","1","1","0","0","0","0","10","2","1","1","1","0.632124007","0.646948457"
"3222","3221","Early, Joseph","14216","100","1987","MA","3","1","1","1974","0","0","0","100","10000","-0.284000009","0.158000007","0.034499992","11","0","0","0","1","0","7","49","1","0.386000007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0.003100344","0.130191982"
"3223","3222","Eckart, Dennis","14818","100","1987","OH","11","1","1","1980","0","0","0","70","4900","-0.254000008","0.128000006","0.064499989","21","0","0","1","0","0","4","16","1","0.354999989","0","0","0","0","0","0","0","0","0","9","2","1","0","0","0","0","0","0","0","9","2","1","0","0","0.331870854","0.744460285"
"3224","3223","Edwards, Don","10583","100","1987","CA","10","1","1","1962","0","0","0","71","5041","-0.605000019","0.479000032","0.286500007","45","0","0","1","0","0","13","169","0","0","0","0","0","0","3","3","2","2","0","9","6","3","3","2","0","0","0","0","0","12","9","5","5","2","2.582194567","0.276384085"
